entity,owned_domain,site_role,release,release_date,model,submodel,board_family,install_method,sanitized_filename,public_owned_url,sha256,byte_size,release_state,observed_at,provenance_boundary,limitations
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21plus-hydro,,cv,nand,vnish-s21plus-hydro-cv-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21plus-hydro-cv-nand-v1.3.4.tar.gz,b39e17689e217959a1dfd8cdda84c06f00dba298a8e3c486bd71640f49eb5ef0,12371136,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21plus-hydro,,xil,nand,vnish-s21plus-hydro-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21plus-hydro-xil-nand-v1.3.4.tar.gz,3a06e4854af8e615d626fb8d2611558df37fbb39a762271c5cdd8072e60fe4b4,16178863,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21pro,,aml,nand,vnish-s21pro-aml-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21pro-aml-nand-v1.3.4.tar.gz,53248a81f7640f38bfc526c9888a5636798c13ed6deac1367a1818230f14170f,21537507,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21pro-plus,,aml,nand,vnish-s21pro-plus-aml-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21pro-plus-aml-nand-v1.3.4.tar.gz,3b12f77a8fd4956502cb60202df27904ae5c3b43c9a72f96001a813633529294,21539436,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21xp,,aml,nand,vnish-s21xp-aml-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21xp-aml-nand-v1.3.4.tar.gz,1d8712255bde70c74020ea8b94a4682ce9924d29bec46f846d30efa47628ad31,21537555,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21xp-hydro,,xil,nand,vnish-s21xp-hydro-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21xp-hydro-xil-nand-v1.3.4.tar.gz,2bcf785218433edf6bb72b17036a4a5f15d10a491d8ca71733aa3c1726e032e5,16171035,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,s21xp-imm,,aml,nand,vnish-s21xp-imm-aml-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-s21xp-imm-aml-nand-v1.3.4.tar.gz,18f564d925f8cf671a6395279b4d5ed46900ae024d32dac3644228282a7dc7c2,21543752,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,t19,,xil,nand,vnish-t19-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-t19-xil-nand-v1.3.4.tar.gz,463a3254504ef75b87664eb4fdc62e11eafed67f25196640c4c299e90b320d23,16167259,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,t19-hydro,,xil,nand,vnish-t19-hydro-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-t19-hydro-xil-nand-v1.3.4.tar.gz,cf6006226775564fa6fd250dec5907e2b62465f83b909a89e66af234c1060366,16172938,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,t19pro-hydro,,xil,nand,vnish-t19pro-hydro-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-t19pro-hydro-xil-nand-v1.3.4.tar.gz,86853489c7536e0443937b3e4a2e95bf5b3473f52c949e62487b7c1eee65c488,16175593,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,t21,,aml,nand,vnish-t21-aml-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-t21-aml-nand-v1.3.4.tar.gz,0d185bfe2b2c73a98e0b56d75f2883ec86340bfa54f680224f63f3da7f96db93,21551399,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,t21,,cv,nand,vnish-t21-cv-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-t21-cv-nand-v1.3.4.tar.gz,afc8b4c445b7c20f55e4d3299a8b5cf43623b1ed660fd3a2650dfd4fba72a268,12374271,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,t21,,xil,nand,vnish-t21-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-t21-xil-nand-v1.3.4.tar.gz,c57b662f2bd65ee1d445bee4d2bfef3cbe530f70cfcf55d7541438d9b1486fa5,16185938,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,u3s19xph,,cv,nand,vnish-u3s19xph-cv-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-u3s19xph-cv-nand-v1.3.4.tar.gz,1fbd8174dbce7ffd8ecba7ca4fa93bdcd92fc8b6c448a410dd94039794cbb0fe,12379740,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.4,,u3s21exph,,xil,nand,vnish-u3s21exph-xil-nand-v1.3.4.tar.gz,https://vnish.global/downloads/firmware/1.3.4/stable/vnish-u3s21exph-xil-nand-v1.3.4.tar.gz,9b65807eb5c6cf0b3a0f5b9c8e4f189c1ab9affa408baa27f0ac192e7a8c8d28,16176276,historical,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,l7,,xil,nand,vnish-l7-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-l7-xil-nand-v1.3.5.tar.gz,fd8a0e9fd8da9f06c648317036b1d18c41d798563dbbaae6db23f17112532c57,16198297,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,l9,,aml,nand,vnish-l9-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-l9-aml-nand-v1.3.5.tar.gz,a5037649ec6832da708ca9d37ddf9e4b4f4afda10b00c1aa808c242e3944d7a2,21574424,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,l9,,cv,nand,vnish-l9-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-l9-cv-nand-v1.3.5.tar.gz,b96c6e7b42f58215ea9a8baaa32d7d6775763f80e49ad7ec48934995f01fd518,12367857,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19,,xil,nand,vnish-s19-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-xil-nand-v1.3.5.tar.gz,5457531a2fa282c679a26a11955e09cf0574ad6ee726f1512215f3d40503ae0a,16196434,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-126,,aml,nand,vnish-s19-126-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-126-aml-nand-v1.3.5.tar.gz,88f72224051cb0e9546e682958f26b858aa89332ce1876cbd3b79581461a5549,21547281,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-126,,cv,nand,vnish-s19-126-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-126-cv-nand-v1.3.5.tar.gz,423e8463a91b43590db4d68b762ab73ec03fe8cc0083ace62374783e89571156,12389303,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-88,,aml,nand,vnish-s19-88-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-88-aml-nand-v1.3.5.tar.gz,f61725aa2e86d2e79c5f9712f4f873748a8311e93174e2563cbc246ba88c207d,21572556,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-88,,bb,nand,vnish-s19-88-bb-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-88-bb-nand-v1.3.5.tar.gz,6ee67be44572f07a5e29ef9c8051650ec43be518e95020394fb5ff38cc65a492,19258261,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-88,,cv,nand,vnish-s19-88-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-88-cv-nand-v1.3.5.tar.gz,944139ca3de3c6256161bcdc7413b5a92c17561421217586463905cca05a0a54,12388915,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-88,,xil,nand,vnish-s19-88-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-88-xil-nand-v1.3.5.tar.gz,d161a3373ffead720eba5702dd87bcc28ed36d144103bc81c851d867f5e77dae,16175548,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19-hydro,,xil,nand,vnish-s19-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19-hydro-xil-nand-v1.3.5.tar.gz,4829a0c691fd5915595b4f12df7790286671eeba2a11d0f4c0e8ae4db8b45ffa,16199553,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19a,,xil,nand,vnish-s19a-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19a-xil-nand-v1.3.5.tar.gz,8ab6982093eb996893b79bbf31e44bf656700699f16e1fe892dd2752f4d17609,16172269,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19apro,,xil,nand,vnish-s19apro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19apro-xil-nand-v1.3.5.tar.gz,7e52784408017e661cee1d25b8989d513e1a909d18ab8d0b17d83beb1c009f18,16203601,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19e-xp-hydro,,xil,nand,vnish-s19e-xp-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19e-xp-hydro-xil-nand-v1.3.5.tar.gz,9d52eb763cb71794bccb6c47fbba2404a6ed44165fab015b3a706afa9af8b06a,16177872,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19i,,xil,nand,vnish-s19i-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19i-xil-nand-v1.3.5.tar.gz,230578e081c774758f1b49dc72c7404b301089e88c18cdb5450284e298c0ed16,16173650,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j,,bb,nand,vnish-s19j-bb-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-bb-nand-v1.3.5.tar.gz,1a486fa4b31c42369e850d8804061eb78abe36523a0d105af141131d6cb600b3,19250124,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j,,cv,nand,vnish-s19j-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-cv-nand-v1.3.5.tar.gz,c115983f2e7fd0047f2b959d5fcedb2da86dfa086abd2c480373b67edb22b755,12367100,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j,,xil,nand,vnish-s19j-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-xil-nand-v1.3.5.tar.gz,7df27adc38bd2bc8c85d5ebab9dd67f95674394c7fbe4d9edd34cbcd5b217055,16172709,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-plus,,aml,nand,vnish-s19j-plus-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-plus-aml-nand-v1.3.5.tar.gz,24778f62e33090e6468941400eee4e4160195fcfa7dcd4c9849538da53a35707,21545042,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-plus,,bb,nand,vnish-s19j-plus-bb-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-plus-bb-nand-v1.3.5.tar.gz,22cac0f30f3f37f6b56bc453d675ce8fb1175815d9269fba0e1e7e43531314a1,19250809,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-plus,,cv,nand,vnish-s19j-plus-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-plus-cv-nand-v1.3.5.tar.gz,cf1b3469cddb7fb7bb74821af3aaa5fb3469d5d689959942cd60cacb8265dc9c,12370158,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-plus,,xil,nand,vnish-s19j-plus-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-plus-xil-nand-v1.3.5.tar.gz,f8a82f96e86e6ddb6c14a0d59844ba01e0e6d73d5a467643632d51b7cb33fa75,16177937,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-xp,,aml,nand,vnish-s19j-xp-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-xp-aml-nand-v1.3.5.tar.gz,b35732549f8a76524b6810fa43d0030cd1b3ec3bfd6858b65fc7eea48556745d,21554516,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-xp,,cv,nand,vnish-s19j-xp-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-xp-cv-nand-v1.3.5.tar.gz,58d2b534595532214f19676f9eba6cd3ac1a9e59ede5eb519a3a8d2129f04dc3,12365068,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19j-xp,,xil,nand,vnish-s19j-xp-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19j-xp-xil-nand-v1.3.5.tar.gz,5843eaa485790b1093977dc1aa78e7bc8e7ac8300158057d673f4a463d5995f9,16174016,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro,,aml,nand,vnish-s19jpro-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-aml-nand-v1.3.5.tar.gz,44adda05a0ec85d8d2fed3536d69ae260489e40141870e37bd354fde3013c613,21573858,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro,,bb,nand,vnish-s19jpro-bb-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-bb-nand-v1.3.5.tar.gz,2be55945c1119a1c59929890dc5d919fdef4df57cace5992a7a202008e04f103,19253325,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro,,cv,nand,vnish-s19jpro-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-cv-nand-v1.3.5.tar.gz,3250bf081a00c600b798bf664dbbf192c59b59bcde6c0b14250ed257d5150872,12364083,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro,,xil,nand,vnish-s19jpro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-xil-nand-v1.3.5.tar.gz,a7648fe0616da7bc338fe53a1071c2321e20a7e0f02f735493c2301b8d121e5b,16202834,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-a,,aml,nand,vnish-s19jpro-a-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-a-aml-nand-v1.3.5.tar.gz,e554eeac25e76512bf0cfd444d160f0cee9fb13a2c62b43bf74d8c0b2908624a,21574626,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-a,,bb,nand,vnish-s19jpro-a-bb-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-a-bb-nand-v1.3.5.tar.gz,fea695b330385677fd71b36deeb8e981ca09c602a0cb0917c80b16ec87485643,19276765,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-a,,cv,nand,vnish-s19jpro-a-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-a-cv-nand-v1.3.5.tar.gz,4ba848b4a59ddc6763a91be97b841e26da0d9359bdfa33cab977c17f978e7797,12395429,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-plus,,aml,nand,vnish-s19jpro-plus-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-plus-aml-nand-v1.3.5.tar.gz,42d15ac890ef92bdd69cd4bfbe517435751b4e49ee9a36d531f29474bd10c6cc,21566914,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-plus,,bb,nand,vnish-s19jpro-plus-bb-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-plus-bb-nand-v1.3.5.tar.gz,ad9bf1a1a3dc1d83429bcdcd2193696a1ded061d188ac1499bdc82cac00fa28e,19287969,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-plus,,cv,nand,vnish-s19jpro-plus-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-plus-cv-nand-v1.3.5.tar.gz,583f62cd2cfda7ef0df48223adb549a98bf77ac43fb0adf7352830bf966edf21,12390023,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19jpro-plus,,xil,nand,vnish-s19jpro-plus-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19jpro-plus-xil-nand-v1.3.5.tar.gz,071e9da4597da9223b7475c476b8818d11ea4cf91433cd02f23584a484eac1e8,16177934,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19kpro,,aml,nand,vnish-s19kpro-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19kpro-aml-nand-v1.3.5.tar.gz,862e5879fdd051e044a3a2f8e1cd1e0b1061a338add5dd1b7a1c0e7924e75c39,21550002,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19kpro,,cv,nand,vnish-s19kpro-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19kpro-cv-nand-v1.3.5.tar.gz,94cd710ecf527a7abefbb24d48126d47d6402dff1733ad356be0eb4d9333d5c3,12368197,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19kpro,,xil,nand,vnish-s19kpro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19kpro-xil-nand-v1.3.5.tar.gz,57d8ccf101df3dcfbe9fb2f392647ea4724d8ccc0516ccd83ed1b27ce5719be4,16171515,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19plus,,xil,nand,vnish-s19plus-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19plus-xil-nand-v1.3.5.tar.gz,b30f62dcdfeaf4277975ad58479e23165303880747ac6d7e4c257ae3b00982ac,16182680,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19pro,,xil,nand,vnish-s19pro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19pro-xil-nand-v1.3.5.tar.gz,10c54fa93b1856c3034d68faaf2c14a1b5a9182c70db92c8ffe147b36d5fab4b,16202388,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19pro-a,,xil,nand,vnish-s19pro-a-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19pro-a-xil-nand-v1.3.5.tar.gz,a5c3c14a3e27d489374358b3fb8f7b203c50f2c213f3dd65749ea8bdd35dd9f7,16198437,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19pro-hydro,,xil,nand,vnish-s19pro-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19pro-hydro-xil-nand-v1.3.5.tar.gz,dfcc1ce7cc5a7f9b3a188ff3352123a05745e547a8e9367d8907a3bad394eccb,16197859,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19pro-hydro-120,,xil,nand,vnish-s19pro-hydro-120-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19pro-hydro-120-xil-nand-v1.3.5.tar.gz,82cc9567ceabfe1cca969612561be199e413710f365505ead500ea505ca81375,16196563,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
